Municipality,individual_prod_num,individual_prod_autonomous,individual_prod_in_business,educ_cannot_read_write,educ_can_read_write,educ_basic_1st_cycle,educ_basic_2nd_cycle,educ_basic_3rd_cycle,educ_secondary_agr,educ_secondary_not_agr,educ_polyt_or_superior_agr,educ_polyt_or_superior_not_agr,prof_only_practical,prof_short,prof_long,prof_short_and_long,prof_complete,agr_time_partial,agr_time_full,ext_imp_principal,ext_imp_secondary,ext_sit_employer,ext_sit_self_employed,ext_sit_employed_by_others,ext_sit_in_family,pastures_area_munic,pastures_mean_size_munic,land_rented,econ_0_2,econ_2_4,econ_4_8,econ_8_16,econ_16_40,econ_40_100,econ_above_100
Crato,450.0,0.98,0.02,0.16,0.14888888888888888,0.47333333333333333,0.06,0.06,0.013333333333333334,0.03777777777777778,0.02666666666666667,0.02,0.9244444444444444,0.006666666666666667,0.024444444444444446,0.0044444444444444444,0.04,0.8777777777777778,0.12222222222222222,0.2822222222222222,0.0044444444444444444,0.04,0.04666666666666667,0.19777777777777777,0.0022222222222222222,18233.0,76.9324894514768,0.23437937237657405,0.6466666666666666,0.11555555555555555,0.08,0.07555555555555556,0.04888888888888889,0.02666666666666667,0.006666666666666667
Elvas,767.0,0.8252933507170795,0.17470664928292046,0.11864406779661017,0.08604954367666232,0.4015645371577575,0.11082138200782268,0.08735332464146023,0.01564537157757497,0.06388526727509779,0.03911342894393742,0.07692307692307693,0.8500651890482399,0.01694915254237288,0.054758800521512385,0.02346805736636245,0.054758800521512385,0.7327249022164276,0.26727509778357234,0.3050847457627119,0.002607561929595828,0.06258148631029987,0.04302477183833116,0.20208604954367665,0.0,15809.0,142.42342342342343,0.16742695964063098,0.45241199478487615,0.12255541069100391,0.12385919165580182,0.11342894393741851,0.08865710560625815,0.0651890482398957,0.014341590612777053
Fronteira,234.0,0.8888888888888888,0.1111111111111111,0.11965811965811966,0.13675213675213677,0.4444444444444444,0.07264957264957266,0.05982905982905983,0.004273504273504274,0.042735042735042736,0.06837606837606838,0.05128205128205128,0.8504273504273504,0.021367521367521368,0.017094017094017096,0.038461538461538464,0.07264957264957266,0.5299145299145299,0.4700854700854701,0.2905982905982906,0.017094017094017096,0.03418803418803419,0.05128205128205128,0.21794871794871795,0.0,6588.0,83.39240506329114,0.2451849759954815,0.3717948717948718,0.14102564102564102,0.14957264957264957,0.11965811965811966,0.13675213675213677,0.05128205128205128,0.02564102564102564
Gavião,958.0,0.9728601252609603,0.027139874739039668,0.20981210855949894,0.1638830897703549,0.4791231732776618,0.059498956158663886,0.04801670146137787,0.0020876826722338203,0.015657620041753653,0.0041753653444676405,0.017745302713987474,0.9801670146137788,0.009394572025052192,0.0020876826722338203,0.0020876826722338203,0.006263048016701462,0.9530271398747391,0.04697286012526096,0.2244258872651357,0.0041753653444676405,0.009394572025052192,0.038622129436325675,0.18058455114822547,0.0,2572.0,64.3,0.047960097199130323,0.6910229645093946,0.17745302713987474,0.09081419624217119,0.027139874739039668,0.008350730688935281,0.0020876826722338203,0.0
Marvão,554.0,0.9747292418772563,0.02527075812274368,0.30505415162454874,0.09927797833935018,0.43862815884476536,0.05415162454873646,0.05595667870036101,0.0018050541516245488,0.021660649819494584,0.007220216606498195,0.016245487364620937,0.9675090252707581,0.0036101083032490976,0.016245487364620937,0.0036101083032490976,0.009025270758122744,0.9133574007220217,0.08664259927797834,0.22382671480144403,0.0018050541516245488,0.023465703971119134,0.04693140794223827,0.15342960288808663,0.0,6906.0,22.867549668874172,0.2987389911929544,0.6119133574007221,0.18953068592057762,0.10830324909747292,0.061371841155234655,0.02527075812274368,0.0018050541516245488,0.0
Monforte,222.0,0.8513513513513513,0.14864864864864866,0.12612612612612611,0.14864864864864866,0.45495495495495497,0.09009009009009009,0.07657657657657657,0.0045045045045045045,0.04054054054054054,0.036036036036036036,0.02252252252252252,0.9144144144144144,0.009009009009009009,0.013513513513513514,0.02252252252252252,0.04054054054054054,0.954954954954955,0.04504504504504504,0.2747747747747748,0.02252252252252252,0.04954954954954955,0.08558558558558559,0.16216216216216217,0.0,15662.0,186.452380952381,0.2972600427590863,0.45045045045045046,0.09009009009009009,0.11261261261261261,0.13513513513513514,0.08108108108108109,0.0990990990990991,0.013513513513513514
Mora,502.0,0.8844621513944223,0.11553784860557768,0.17729083665338646,0.07171314741035857,0.5517928286852589,0.035856573705179286,0.05776892430278884,0.00597609561752988,0.021912350597609563,0.017928286852589643,0.05976095617529881,0.9641434262948207,0.00199203187250996,0.00796812749003984,0.00199203187250996,0.02390438247011952,0.8605577689243028,0.1394422310756972,0.3286852589641434,0.00597609561752988,0.05976095617529881,0.04183266932270916,0.23306772908366533,0.0,12673.0,112.15044247787613,0.21276032474408754,0.5278884462151394,0.16533864541832669,0.09760956175298804,0.0697211155378486,0.0697211155378486,0.043824701195219126,0.0199203187250996
Nisa,1388.0,0.9798270893371758,0.020172910662824207,0.19164265129682997,0.16930835734870317,0.4596541786743516,0.053314121037463975,0.04971181556195965,0.008645533141210375,0.027377521613832854,0.007204610951008645,0.03314121037463977,0.9639769452449568,0.002161383285302594,0.009365994236311239,0.008645533141210375,0.01585014409221902,0.8429394812680115,0.15706051873198848,0.23703170028818443,0.0007204610951008645,0.030979827089337175,0.048270893371757925,0.15778097982708933,0.0007204610951008645,15773.0,22.56509298998569,0.19675877830874713,0.7363112391930836,0.11743515850144093,0.07060518731988473,0.043227665706051875,0.024495677233429394,0.006484149855907781,0.0007204610951008645
Ponte de Sor,1993.0,0.9678876066231812,0.032112393376818864,0.2975413948820873,0.134470647265429,0.42548921224284997,0.05669844455594581,0.035122930255895635,0.0035122930255895636,0.021073758153537382,0.006522829904666332,0.019568489713998997,0.9693928750627195,0.008529854490717512,0.010035122930255895,0.002007024586051179,0.010035122930255895,0.877571500250878,0.12242849974912193,0.3241344706472654,0.004014049172102358,0.029101856497742096,0.06472654290015052,0.23181133968891118,0.0005017561465127947,33145.0,85.86787564766841,0.2657263384809797,0.6066231811339688,0.19116909182137481,0.10837932764676367,0.05268439538384345,0.02308078273958856,0.012042147516307075,0.0035122930255895636
Portalegre,1617.0,0.9746444032158318,0.025355596784168214,0.26777983920841064,0.1280148423005566,0.41620284477427333,0.05689548546691404,0.05380333951762523,0.004947433518862091,0.035868893011750155,0.006802721088435374,0.029684601113172542,0.9591836734693877,0.0037105751391465678,0.012368583797155226,0.012987012987012988,0.011750154607297465,0.9004329004329005,0.09956709956709957,0.2789115646258503,0.006184291898577613,0.03525046382189239,0.03710575139146568,0.21150278293135436,0.0006184291898577613,17684.0,49.12222222222222,0.26486335164642894,0.6072974644403216,0.16512059369202226,0.1150278293135436,0.06988249845392702,0.03153988868274583,0.00927643784786642,0.0006184291898577613
Alandroal,877.0,0.9532497149372862,0.046750285062713795,0.2519954389965792,0.13340935005701254,0.4652223489167617,0.04903078677309008,0.04561003420752566,0.002280501710376283,0.01710376282782212,0.009122006841505131,0.026225769669327253,0.9498289623717218,0.014823261117445839,0.012542759407069556,0.011402508551881414,0.011402508551881414,0.7525655644241733,0.24743443557582667,0.2690992018244014,0.0,0.01710376282782212,0.05701254275940707,0.19384264538198404,0.0,12642.0,81.56129032258065,0.28746822694355184,0.6522234891676169,0.09007981755986318,0.07753705815279362,0.06271379703534778,0.06955530216647662,0.020524515393386546,0.005701254275940707
