Municipality,individual_prod_num,individual_prod_autonomous,individual_prod_in_business,educ_cannot_read_write,educ_can_read_write,educ_basic_1st_cycle,educ_basic_2nd_cycle,educ_basic_3rd_cycle,educ_secondary_agr,educ_secondary_not_agr,educ_polyt_or_superior_agr,educ_polyt_or_superior_not_agr,prof_only_practical,prof_short,prof_long,prof_short_and_long,prof_complete,agr_time_partial,agr_time_full,ext_imp_principal,ext_imp_secondary,ext_sit_employer,ext_sit_self_employed,ext_sit_employed_by_others,ext_sit_in_family,pastures_area_munic,pastures_mean_size_munic,land_rented,econ_0_2,econ_2_4,econ_4_8,econ_8_16,econ_16_40,econ_40_100,econ_above_100
Arraiolos,366.0,0.8224043715846995,0.17759562841530055,0.09836065573770492,0.13114754098360656,0.4562841530054645,0.07650273224043716,0.06557377049180328,0.0,0.07650273224043716,0.0273224043715847,0.06830601092896176,0.8961748633879781,0.01639344262295082,0.040983606557377046,0.01912568306010929,0.0273224043715847,0.644808743169399,0.3551912568306011,0.33060109289617484,0.01912568306010929,0.04918032786885246,0.11202185792349727,0.18032786885245902,0.00819672131147541,20310.0,182.972972972973,0.2158640855757486,0.3333333333333333,0.1830601092896175,0.1448087431693989,0.08469945355191257,0.12021857923497267,0.09562841530054644,0.03278688524590164
Borba,498.0,0.8855421686746988,0.1144578313253012,0.20281124497991967,0.13855421686746988,0.44176706827309237,0.07630522088353414,0.0642570281124498,0.002008032128514056,0.03413654618473896,0.012048192771084338,0.028112449799196786,0.8995983935742972,0.05823293172690763,0.006024096385542169,0.02208835341365462,0.014056224899598393,0.8353413654618473,0.1646586345381526,0.3815261044176707,0.014056224899598393,0.09036144578313253,0.05622489959839357,0.24096385542168675,0.008032128514056224,940.0,26.11111111111111,0.3502660861151427,0.5301204819277109,0.12048192771084337,0.12650602409638553,0.11044176706827309,0.07630522088353414,0.024096385542168676,0.008032128514056224
Estremoz,1059.0,0.9084041548630784,0.09159584513692162,0.17658168083097261,0.13031161473087818,0.4428706326723324,0.06704438149197356,0.06893295561850803,0.010387157695939566,0.04627006610009443,0.014164305949008499,0.04343720491029273,0.9131255901794145,0.018885741265344664,0.030217186024551465,0.013220018885741265,0.024551463644948063,0.7497639282341831,0.2502360717658168,0.3182247403210576,0.0084985835694051,0.0679886685552408,0.06232294617563739,0.1954674220963173,0.0009442870632672333,15069.0,66.97333333333333,0.3004765549766661,0.49291784702549574,0.14542020774315392,0.1274787535410765,0.09915014164305949,0.0906515580736544,0.019830028328611898,0.007554296506137866
Évora,1065.0,0.8788732394366198,0.12112676056338029,0.13615023474178403,0.13427230046948357,0.39248826291079814,0.07323943661971831,0.07323943661971831,0.013145539906103286,0.06009389671361502,0.046948356807511735,0.07042253521126761,0.8798122065727699,0.016901408450704224,0.03755868544600939,0.005633802816901409,0.06009389671361502,0.6957746478873239,0.30422535211267604,0.38591549295774646,0.010328638497652582,0.061971830985915494,0.07042253521126761,0.2591549295774648,0.0018779342723004694,47714.0,169.80071174377227,0.2912290715372907,0.5117370892018779,0.13145539906103287,0.09577464788732394,0.0676056338028169,0.09014084507042254,0.04976525821596244,0.030985915492957747
Montemor-o-Novo,747.0,0.8460508701472557,0.1539491298527443,0.1459170013386881,0.12048192771084337,0.42971887550200805,0.05220883534136546,0.06827309236947791,0.012048192771084338,0.0535475234270415,0.04417670682730924,0.07362784471218206,0.8848728246318608,0.008032128514056224,0.025435073627844713,0.025435073627844713,0.05622489959839357,0.7376171352074966,0.26238286479250333,0.3319946452476573,0.009370816599732263,0.06157965194109773,0.06961178045515395,0.20481927710843373,0.004016064257028112,41742.0,156.92481203007517,0.3119326158165653,0.4203480589022758,0.11646586345381527,0.12048192771084337,0.10174029451137885,0.1392235609103079,0.06827309236947791,0.018741633199464525
Mourão,350.0,0.9085714285714286,0.09142857142857143,0.11142857142857143,0.15714285714285714,0.4514285714285714,0.08571428571428572,0.07428571428571429,0.002857142857142857,0.054285714285714284,0.005714285714285714,0.05714285714285714,0.9257142857142857,0.03142857142857143,0.022857142857142857,0.011428571428571429,0.008571428571428572,0.9857142857142858,0.014285714285714285,0.33714285714285713,0.017142857142857144,0.02857142857142857,0.04285714285714286,0.28285714285714286,0.0,13477.0,140.38541666666666,0.16603815853339804,0.5914285714285714,0.10571428571428572,0.10285714285714286,0.08285714285714285,0.06285714285714286,0.04,0.011428571428571429
Portel,742.0,0.9339622641509434,0.0660377358490566,0.19137466307277629,0.1509433962264151,0.46226415094339623,0.06064690026954178,0.06334231805929919,0.004043126684636119,0.022911051212938006,0.013477088948787063,0.03099730458221024,0.9393530997304582,0.006738544474393531,0.03099730458221024,0.005390835579514825,0.01752021563342318,0.8382749326145552,0.16172506738544473,0.3584905660377358,0.004043126684636119,0.04986522911051213,0.07816711590296496,0.22911051212938005,0.0013477088948787063,24564.0,180.61764705882354,0.26409272624828956,0.7035040431266847,0.12398921832884097,0.04986522911051213,0.02830188679245283,0.06064690026954178,0.02425876010781671,0.005390835579514825
Redondo,644.0,0.8618012422360248,0.13819875776397517,0.19409937888198758,0.11956521739130435,0.4580745341614907,0.062111801242236024,0.049689440993788817,0.009316770186335404,0.04503105590062112,0.020186335403726708,0.04192546583850932,0.90527950310559,0.03260869565217391,0.026397515527950312,0.006211180124223602,0.029503105590062112,0.84472049689441,0.15527950310559005,0.39906832298136646,0.013975155279503106,0.07763975155279502,0.07142857142857142,0.2577639751552795,0.0015527950310559005,11217.0,114.45918367346937,0.2796568348327829,0.5077639751552795,0.15217391304347827,0.10093167701863354,0.07298136645962733,0.07298136645962733,0.049689440993788817,0.029503105590062112
Reguengos de Monsaraz,966.0,0.8881987577639752,0.11180124223602485,0.13043478260869565,0.19772256728778467,0.4140786749482402,0.08488612836438923,0.06625258799171843,0.003105590062111801,0.046583850931677016,0.012422360248447204,0.044513457556935816,0.8809523809523809,0.060041407867494824,0.018633540372670808,0.024844720496894408,0.015527950310559006,0.9544513457556936,0.045548654244306416,0.30124223602484473,0.020703933747412008,0.044513457556935816,0.06832298136645963,0.20910973084886128,0.0,8327.0,79.3047619047619,0.13780588690523843,0.45962732919254656,0.13768115942028986,0.12008281573498965,0.10041407867494824,0.09006211180124224,0.048654244306418216,0.017598343685300208
Sousel,507.0,0.8777120315581854,0.1222879684418146,0.1203155818540434,0.09861932938856016,0.5443786982248521,0.0650887573964497,0.07692307692307693,0.005917159763313609,0.03353057199211045,0.013806706114398421,0.04142011834319527,0.9230769230769231,0.013806706114398421,0.03747534516765286,0.005917159763313609,0.01972386587771203,0.7889546351084813,0.21104536489151873,0.3096646942800789,0.01775147928994083,0.04930966469428008,0.07692307692307693,0.20118343195266272,0.0,5257.0,86.18032786885244,0.3500645161290323,0.5384615384615384,0.126232741617357,0.10848126232741617,0.07889546351084813,0.0631163708086785,0.03747534516765286,0.015779092702169626
Vendas Novas,219.0,0.9223744292237442,0.0776255707762557,0.0958904109589041,0.1187214611872146,0.5662100456621004,0.0547945205479452,0.0684931506849315,0.0045662100456621,0.045662100456621,0.0182648401826484,0.0273972602739726,0.8858447488584474,0.045662100456621,0.0136986301369863,0.0319634703196347,0.0228310502283105,0.6757990867579908,0.3242009132420091,0.4703196347031963,0.0136986301369863,0.136986301369863,0.0639269406392694,0.2785388127853881,0.0,12780.0,190.7462686567164,0.19763503817232075,0.4794520547945205,0.182648401826484,0.136986301369863,0.0867579908675799,0.0593607305936073,0.045662100456621,0.0091324200913242
Viana do Alentejo,297.0,0.8754208754208754,0.12457912457912458,0.1750841750841751,0.13468013468013468,0.3872053872053872,0.06060606060606061,0.0707070707070707,0.013468013468013467,0.06060606060606061,0.04377104377104377,0.05387205387205387,0.8956228956228957,0.010101010101010102,0.026936026936026935,0.010101010101010102,0.05723905723905724,0.6734006734006734,0.3265993265993266,0.28619528619528617,0.006734006734006734,0.04713804713804714,0.0707070707070707,0.1717171717171717,0.003367003367003367,20072.0,139.38888888888889,0.2558257496643294,0.39057239057239057,0.19528619528619529,0.13468013468013468,0.06397306397306397,0.09427609427609428,0.08417508417508418,0.03367003367003367
Vila Viçosa,302.0,0.9470198675496688,0.052980132450331126,0.16556291390728478,0.1390728476821192,0.4271523178807947,0.08609271523178808,0.04966887417218543,0.006622516556291391,0.039735099337748346,0.016556291390728478,0.0695364238410596,0.956953642384106,0.0033112582781456954,0.009933774834437087,0.006622516556291391,0.023178807947019868,0.804635761589404,0.19536423841059603,0.36423841059602646,0.0033112582781456954,0.039735099337748346,0.12582781456953643,0.1986754966887417,0.0,3867.0,124.74193548387095,0.2294478527607362,0.5960264900662252,0.11920529801324503,0.11589403973509933,0.07947019867549669,0.056291390728476824,0.023178807947019868,0.0
Aljustrel,459.0,0.9368191721132898,0.06318082788671024,0.12200435729847495,0.0915032679738562,0.49019607843137253,0.11764705882352941,0.08932461873638345,0.0,0.023965141612200435,0.034858387799564274,0.030501089324618737,0.9324618736383442,0.008714596949891068,0.0196078431372549,0.004357298474945534,0.034858387799564274,0.5882352941176471,0.4117647058823529,0.27233115468409586,0.008714596949891068,0.006535947712418301,0.04793028322440087,0.2222222222222222,0.002178649237472767,1891.0,118.1875,0.364188909579971,0.23529411764705882,0.16339869281045752,0.14596949891067537,0.1328976034858388,0.16993464052287582,0.09803921568627451,0.02832244008714597
Almodôvar,713.0,0.9537166900420757,0.04628330995792426,0.26788218793828894,0.19074333800841514,0.44600280504908835,0.03506311360448808,0.02244039270687237,0.0,0.011220196353436185,0.009817671809256662,0.016830294530154277,0.9635343618513323,0.0070126227208976155,0.014025245441795231,0.005610098176718092,0.009817671809256662,0.8345021037868162,0.16549789621318373,0.22300140252454417,0.021037868162692847,0.009817671809256662,0.06591865357643759,0.16830294530154277,0.0,18335.0,43.55106888361045,0.3593088754633278,0.511921458625526,0.1640953716690042,0.14726507713884993,0.07433380084151472,0.08274894810659186,0.015427769985974754,0.002805049088359046
Alvito,215.0,0.9395348837209302,0.06046511627906977,0.12093023255813953,0.11627906976744186,0.5162790697674419,0.046511627906976744,0.06976744186046512,0.013953488372093023,0.027906976744186046,0.03255813953488372,0.05581395348837209,0.9255813953488372,0.009302325581395349,0.013953488372093023,0.004651162790697674,0.046511627906976744,0.7534883720930232,0.24651162790697675,0.32558139534883723,0.0,0.06976744186046512,0.046511627906976744,0.20930232558139536,0.0,6081.0,138.20454545454547,0.22786198000644953,0.4186046511627907,0.16279069767441862,0.13488372093023257,0.11162790697674418,0.11162790697674418,0.05116279069767442,0.009302325581395349
Barrancos,279.0,0.931899641577061,0.06810035842293907,0.2114695340501792,0.14695340501792115,0.43010752688172044,0.1039426523297491,0.021505376344086023,0.0,0.035842293906810034,0.007168458781362007,0.043010752688172046,0.9713261648745519,0.0035842293906810036,0.010752688172043012,0.007168458781362007,0.007168458781362007,0.989247311827957,0.010752688172043012,0.3655913978494624,0.0035842293906810036,0.043010752688172046,0.07885304659498207,0.24014336917562723,0.0,12369.0,160.63636363636363,0.03462922966162707,0.7598566308243727,0.08602150537634409,0.02867383512544803,0.053763440860215055,0.035842293906810034,0.035842293906810034,0.0
Beja,1130.0,0.7778761061946903,0.22212389380530972,0.13893805309734514,0.09557522123893805,0.4327433628318584,0.08141592920353982,0.11415929203539824,0.010619469026548672,0.04424778761061947,0.03805309734513274,0.04424778761061947,0.9008849557522124,0.0017699115044247787,0.03982300884955752,0.008849557522123894,0.048672566371681415,0.731858407079646,0.268141592920354,0.2920353982300885,0.04601769911504425,0.05486725663716814,0.0743362831858407,0.18230088495575222,0.0035398230088495575,18038.0,114.89171974522293,0.2420946831097258,0.36194690265486723,0.16194690265486725,0.13274336283185842,0.11504424778761062,0.1088495575221239,0.07699115044247788,0.03274336283185841
Castro Verde,254.0,0.9173228346456693,0.08267716535433071,0.09055118110236221,0.12598425196850394,0.5354330708661418,0.07480314960629922,0.07874015748031496,0.007874015748031496,0.047244094488188976,0.01968503937007874,0.01968503937007874,0.8740157480314961,0.05905511811023622,0.03543307086614173,0.003937007874015748,0.027559055118110236,0.6181102362204725,0.38188976377952755,0.21653543307086615,0.015748031496062992,0.023622047244094488,0.05905511811023622,0.14960629921259844,0.0,5642.0,88.15625,0.42142857142857143,0.2952755905511811,0.11811023622047244,0.10236220472440945,0.1220472440944882,0.18110236220472442,0.12992125984251968,0.03937007874015748
Cuba,425.0,0.9011764705882352,0.0988235294117647,0.2235294117647059,0.12705882352941175,0.44,0.06823529411764706,0.07058823529411765,0.011764705882352941,0.02823529411764706,0.007058823529411765,0.023529411764705882,0.9529411764705882,0.004705882352941176,0.01411764705882353,0.009411764705882352,0.018823529411764704,0.8329411764705882,0.16705882352941176,0.32235294117647056,0.02823529411764706,0.03764705882352941,0.05411764705882353,0.2541176470588235,0.0,3632.0,139.69230769230768,0.1374437514802242,0.5411764705882353,0.12705882352941175,0.15294117647058825,0.07058823529411765,0.047058823529411764,0.023529411764705882,0.023529411764705882
Ferreira do Alentejo,714.0,0.9341736694677871,0.06582633053221289,0.10784313725490197,0.08263305322128851,0.5532212885154062,0.07703081232492998,0.08683473389355742,0.0056022408963585435,0.049019607843137254,0.014005602240896359,0.023809523809523808,0.9089635854341737,0.018207282913165267,0.036414565826330535,0.01680672268907563,0.0196078431372549,0.6834733893557423,0.3165266106442577,0.25210084033613445,0.012605042016806723,0.0350140056022409,0.05322128851540616,0.1722689075630252,0.0,9788.0,87.39285714285714,0.2634755814444304,0.25770308123249297,0.12745098039215685,0.17086834733893558,0.1792717086834734,0.17507002801120447,0.05042016806722689,0.025210084033613446
Mértola,684.0,0.8961988304093568,0.10380116959064327,0.19005847953216373,0.18128654970760233,0.48391812865497075,0.06286549707602339,0.03654970760233918,0.0014619883040935672,0.017543859649122806,0.011695906432748537,0.014619883040935672,0.9210526315789473,0.008771929824561403,0.039473684210526314,0.017543859649122806,0.013157894736842105,0.7222222222222222,0.2777777777777778,0.195906432748538,0.02046783625730994,0.013157894736842105,0.06725146198830409,0.1286549707602339,0.0043859649122807015,34799.0,81.68779342723005,0.329041469438156,0.3991228070175439,0.13742690058479531,0.14912280701754385,0.1154970760233918,0.13157894736842105,0.04824561403508772,0.008771929824561403
Moura,1549.0,0.8831504196255648,0.11684958037443512,0.15041962556488056,0.1342801807617818,0.4835377663008393,0.0987734021949645,0.05487411233053583,0.005164622336991607,0.03357004519044545,0.01355713363460297,0.025823111684958037,0.89541639767592,0.016785022595222725,0.051000645577792124,0.018076178179470628,0.01872175597159458,0.974176888315042,0.025823111684958037,0.32666236281471916,0.0071013557133634605,0.030987734021949646,0.07101355713363461,0.22595222724338282,0.0,26586.0,98.46666666666668,0.3108326420119635,0.43382827630729504,0.15816655907036797,0.1368624919302776,0.12136862491930278,0.09167204648160103,0.040671400903808906,0.009683666881859263
Ourique,640.0,0.940625,0.059375,0.321875,0.1515625,0.378125,0.0546875,0.0390625,0.0078125,0.015625,0.0109375,0.0203125,0.9375,0.01875,0.01875,0.00625,0.01875,0.7515625,0.2484375,0.2140625,0.0328125,0.0234375,0.0609375,0.1609375,0.0015625,26279.0,54.18350515463918,0.44939894448788115,0.559375,0.128125,0.096875,0.084375,0.0765625,0.0390625,0.0078125
Serpa,1818.0,0.8965896589658966,0.1034103410341034,0.17986798679867988,0.17106710671067107,0.44114411441144114,0.0737073707370737,0.04785478547854786,0.013201320132013201,0.028052805280528052,0.011001100110011002,0.034103410341034104,0.9202420242024203,0.00825082508250825,0.02695269526952695,0.02035203520352035,0.0242024202420242,0.8564356435643564,0.14356435643564355,0.28492849284928495,0.0231023102310231,0.0374037403740374,0.057755775577557754,0.20572057205720573,0.0,19925.0,53.851351351351354,0.2936994703094508,0.4812981298129813,0.14686468646864687,0.12816281628162815,0.1111111111111111,0.06930693069306931,0.030253025302530254,0.01155115511551155
Vidigueira,591.0,0.7478849407783418,0.2521150592216582,0.20135363790186125,0.11505922165820642,0.4619289340101523,0.047377326565143825,0.0829103214890017,0.00338409475465313,0.028764805414551606,0.028764805414551606,0.030456852791878174,0.8460236886632826,0.06937394247038917,0.032148900169204735,0.02030456852791878,0.032148900169204735,0.7969543147208121,0.20304568527918782,0.3587140439932318,0.01353637901861252,0.015228426395939087,0.11505922165820642,0.23688663282571912,0.001692047377326565,9453.0,121.19230769230771,0.37889150103298425,0.4433164128595601,0.16412859560067683,0.14213197969543148,0.09475465313028765,0.09644670050761421,0.028764805414551606,0.021996615905245348
Arcos de Valdevez,3037.0,0.9940730984524202,0.005926901547579849,0.2074415541652947,0.3207112281857096,0.41587092525518604,0.02831741850510372,0.009548896937767533,0.0,0.007902535396773132,0.0016463615409944023,0.008561080013170892,0.9608165953243333,0.025353967731313796,0.007243990780375371,0.004939084622983207,0.0016463615409944023,0.7820217319723411,0.21797826802765888,0.1215014817253869,0.016463615409944024,0.0286466908133026,0.03951267698386566,0.06354955548238393,0.00032927230819888045,12923.0,8.490801576872537,0.013881107998755058,0.45077378992426737,0.38327296674349687,0.1261112940401712,0.030293052354297002,0.007902535396773132,0.0016463615409944023,0.0
Caminha,533.0,0.9812382739212008,0.01876172607879925,0.0900562851782364,0.31144465290806755,0.46716697936210133,0.0900562851782364,0.016885553470919325,0.0,0.00375234521575985,0.001876172607879925,0.01876172607879925,0.7804878048780488,0.19699812382739212,0.01876172607879925,0.001876172607879925,0.001876172607879925,0.9512195121951219,0.04878048780487805,0.15947467166979362,0.028142589118198873,0.03564727954971857,0.07129455909943715,0.07692307692307693,0.0,1642.0,4.1994884910485935,0.021870637505816658,0.34709193245778613,0.4521575984990619,0.150093808630394,0.02626641651031895,0.0225140712945591,0.001876172607879925,0.0
Melgaço,1341.0,0.9932885906040269,0.006711409395973154,0.116331096196868,0.34377330350484714,0.4481730052199851,0.0447427293064877,0.011931394481730051,0.0007457121551081282,0.011931394481730051,0.0022371364653243847,0.020134228187919462,0.9105145413870246,0.08053691275167785,0.0044742729306487695,0.0014914243102162564,0.002982848620432513,0.8448918717375093,0.15510812826249068,0.11185682326621924,0.002982848620432513,0.023862788963460103,0.02162565249813572,0.0686055182699478,0.0007457121551081282,5226.0,6.491925465838508,0.002861230329041488,0.5950782997762863,0.2796420581655481,0.09097688292319164,0.02609992542878449,0.00820283370618941,0.0,0.0
Monção,2183.0,0.9857993586807147,0.014200641319285386,0.09115895556573522,0.31607879065506184,0.4754924415941365,0.08108108108108109,0.012368300503893724,0.0004580852038479157,0.007787448465414567,0.0018323408153916628,0.013742556115437472,0.8790655061841502,0.10077874484654145,0.013284470911589555,0.004580852038479157,0.0022904260192395786,0.896930829134219,0.10306917086578103,0.1873568483737975,0.03344021988089785,0.04214383875400825,0.052679798442510306,0.11452130096197893,0.001374255611543747,4234.0,4.652747252747253,0.007954874168354064,0.42510306917086577,0.42052221713238663,0.1168117269812185,0.025194686211635363,0.011452130096197893,0.0009161704076958314,0.0
Paredes de Coura,1136.0,0.9850352112676056,0.014964788732394365,0.2535211267605634,0.26848591549295775,0.40933098591549294,0.0448943661971831,0.008802816901408451,0.0,0.009683098591549295,0.0017605633802816902,0.0035211267605633804,0.914612676056338,0.058098591549295774,0.01936619718309859,0.006161971830985915,0.0017605633802816902,0.8257042253521126,0.1742957746478873,0.16549295774647887,0.023767605633802816,0.029049295774647887,0.023767605633802816,0.12764084507042253,0.0017605633802816902,2027.0,4.258403361344539,0.15265104808877927,0.5880281690140845,0.3125,0.06778169014084508,0.017605633802816902,0.01056338028169014,0.0017605633802816902,0.0017605633802816902
Ponte da Barca,1111.0,0.9882988298829883,0.011701170117011701,0.19081908190819083,0.28532853285328535,0.44824482448244823,0.0423042304230423,0.0153015301530153,0.0009000900090009,0.008100810081008101,0.0,0.009000900090009001,0.9585958595859586,0.026102610261026102,0.0072007200720072,0.0072007200720072,0.0009000900090009,0.810981098109811,0.18901890189018902,0.08010801080108011,0.013501350135013501,0.0144014401440144,0.018001800180018002,0.06030603060306031,0.0,9121.0,17.849315068493148,0.00900303260045489,0.39423942394239425,0.44284428442844287,0.1251125112511251,0.025202520252025202,0.010801080108010801,0.0018001800180018,0.0
Ponte de Lima,3673.0,0.9806697522461203,0.019330247753879662,0.12523822488429076,0.2744350667029676,0.4908793901442962,0.07350939286686632,0.011434794445956983,0.001361285053090117,0.007895453307922679,0.0035393411380343046,0.011707051456575007,0.9090661584535802,0.05962428532534713,0.012251565477811054,0.014157364552137218,0.004900626191124422,0.6242853253471277,0.37571467465287234,0.14756329975496868,0.011434794445956983,0.018785733732643615,0.03430438333787095,0.10264089300299482,0.0,3909.0,6.894179894179894,0.06688963210702341,0.3092839640620746,0.4219983664579363,0.18758508031581814,0.04601143479444596,0.03130955622107269,0.0035393411380343046,0.0002722570106180234
Valença,761.0,0.985545335085414,0.01445466491458607,0.11695137976346912,0.2706964520367937,0.5045992115637319,0.04993429697766097,0.03153745072273324,0.0,0.01576872536136662,0.001314060446780552,0.009198423127463863,0.8304862023653088,0.14586070959264127,0.01445466491458607,0.00788436268068331,0.001314060446780552,0.5006570302233903,0.49934296977660975,0.22076215505913271,0.002628120893561104,0.04993429697766097,0.035479632063074903,0.1340341655716163,0.002628120893561104,815.0,12.348484848484848,0.035959809624537285,0.4664914586070959,0.3745072273324573,0.12352168199737187,0.022339027595269383,0.011826544021024968,0.001314060446780552,0.0
Viana do Castelo,2369.0,0.9852258336850992,0.014774166314900802,0.09033347403967919,0.28493035035880115,0.5044322498944702,0.07429295061207261,0.016884761502743775,0.0016884761502743773,0.010975094976783452,0.003799071338117349,0.01266357112705783,0.86787674124103,0.09244406922752216,0.024905023216547067,0.009286618826509076,0.005487547488391726,0.6707471506964964,0.32925284930350357,0.12874630645842128,0.01266357112705783,0.019417475728155338,0.030814689742507388,0.0899113550021106,0.0,2924.0,3.185185185185185,0.0483654276757725,0.3216547066272689,0.38370620514985226,0.19459687631912198,0.061629379485014776,0.031658927817644573,0.006753904601097509,0.0
Vila Nova de Cerveira,367.0,0.9618528610354223,0.03814713896457766,0.11171662125340599,0.329700272479564,0.4305177111716621,0.07084468664850137,0.010899182561307902,0.0,0.01907356948228883,0.0,0.027247956403269755,0.8092643051771117,0.12534059945504086,0.035422343324250684,0.02997275204359673,0.0,0.42779291553133514,0.5722070844686649,0.13896457765667575,0.005449591280653951,0.027247956403269755,0.0326975476839237,0.07901907356948229,0.0,207.0,6.088235294117648,0.09650180940892641,0.55858310626703,0.3215258855585831,0.05994550408719346,0.021798365122615803,0.027247956403269755,0.010899182561307902,0.0
Amares,888.0,0.963963963963964,0.036036036036036036,0.13513513513513514,0.23198198198198197,0.5123873873873874,0.05292792792792793,0.0259009009009009,0.0022522522522522522,0.018018018018018018,0.0022522522522522522,0.019144144144144143,0.9031531531531531,0.04954954954954955,0.015765765765765764,0.02702702702702703,0.0045045045045045045,0.28265765765765766,0.7173423423423423,0.12387387387387387,0.019144144144144143,0.021396396396396396,0.02252252252252252,0.0990990990990991,0.0,19.0,0.7037037037037037,0.10656934306569343,0.27927927927927926,0.375,0.20045045045045046,0.08220720720720721,0.04617117117117117,0.01463963963963964,0.0022522522522522522
Barcelos,3963.0,0.9755235932374464,0.02447640676255362,0.08528892253343427,0.19480191773908656,0.5902094372949785,0.08251324753974262,0.021196063588190765,0.001514004542013626,0.0116073681554378,0.0010093363613424174,0.011859702245773405,0.8808983093615947,0.057279838506182186,0.03810244764067625,0.021196063588190765,0.0025233409033560434,0.7113298006560687,0.28867019934393134,0.21675498359828413,0.01640171587181428,0.04213979308604592,0.03608377491799142,0.1514004542013626,0.0005046681806712087,72.0,0.8571428571428571,0.24043103448275863,0.20741862225586677,0.30431491294473884,0.1968205904617714,0.10774665657330305,0.139036083774918,0.042896795357052736,0.0017663386323492304
Braga,1703.0,0.9594832648267763,0.040516735173223725,0.1632413388138579,0.18731650029359953,0.5108631826189078,0.05108631826189078,0.026423957721667644,0.002935995302407516,0.024662360540223135,0.0035231943628890195,0.029947152084556665,0.9318849089841457,0.03347034644744568,0.018790369935408103,0.009395184967704051,0.0064591896652965355,0.551967116852613,0.448032883147387,0.25132119788608337,0.01644157369348209,0.0546095126247798,0.02759835584263065,0.1849677040516735,0.0005871990604815032,121.0,0.5654205607476636,0.28391236999336134,0.19436288901937757,0.3282442748091603,0.26834997064004695,0.13564298297122723,0.05989430416911333,0.012331180270111567,0.0011743981209630064
Esposende,1314.0,0.9878234398782344,0.0121765601217656,0.076103500761035,0.1872146118721461,0.636986301369863,0.07838660578386605,0.00989345509893455,0.0,0.00684931506849315,0.0,0.0045662100456621,0.9018264840182648,0.0532724505327245,0.0365296803652968,0.00837138508371385,0.0,0.60882800608828,0.3911719939117199,0.16666666666666666,0.0091324200913242,0.0167427701674277,0.0334855403348554,0.12404870624048706,0.00076103500761035,2.0,0.4,0.17567567567567569,0.22754946727549466,0.3006088280060883,0.2519025875190259,0.12404870624048706,0.08447488584474885,0.01141552511415525,0.0
Terras de Bouro,731.0,0.9890560875512996,0.01094391244870041,0.146374829001368,0.20656634746922026,0.5595075239398085,0.058823529411764705,0.02051983584131327,0.0,0.004103967168262654,0.0,0.004103967168262654,0.9247606019151847,0.04103967168262654,0.025991792065663474,0.008207934336525308,0.0,0.7113543091655267,0.28864569083447333,0.16552667578659372,0.016415868673050615,0.023255813953488372,0.03419972640218878,0.12175102599179206,0.0,7204.0,21.69879518072289,0.006651348409723062,0.3447332421340629,0.3761969904240766,0.1997264021887825,0.07250341997264022,0.006839945280437756,0.0,0.0
Vila Verde,2671.0,0.987270685136653,0.01272931486334706,0.16660426806439535,0.25683264694870833,0.4878322725570947,0.05166604268064395,0.01684762261325346,0.0007487832272557095,0.007487832272557095,0.0007487832272557095,0.011231748408835642,0.9573193560464246,0.019468363908648447,0.017222014226881317,0.004492699363534257,0.001497566454511419,0.54623736428304,0.45376263571695996,0.1381505054286784,0.02845376263571696,0.03182328715836765,0.03294646199925122,0.09996256083863722,0.00037439161362785476,839.0,3.084558823529412,0.09416954353663215,0.3365780606514414,0.4283040059902658,0.17484088356420815,0.037813552976413325,0.01759640584050917,0.0041183077499064025,0.0007487832272557095
Fafe,2018.0,0.987611496531219,0.012388503468780971,0.24925668979187315,0.24925668979187315,0.41774033696729435,0.04013875123885035,0.013875123885034688,0.0004955401387512388,0.010406342913776016,0.0019821605550049554,0.01684836471754212,0.9479682854311199,0.03221010901883053,0.007433102081268583,0.009910802775024777,0.002477700693756194,0.5941526263627354,0.40584737363726464,0.11793855302279485,0.023290386521308225,0.022794846382556987,0.022299306243805748,0.09514370664023786,0.0,215.0,1.0969387755102042,0.16686878486538928,0.30178394449950446,0.41179385530227947,0.21456888007928643,0.05599603567888999,0.013379583746283449,0.002477700693756194,0.0
Guimarães,1753.0,0.9178551055333714,0.08214489446662863,0.22989161437535655,0.18254420992584142,0.4272675413576726,0.05932686822589846,0.02452937820878494,0.0022818026240730175,0.029092983456930975,0.004563605248146035,0.040501996577296064,0.9286936679977182,0.022247575584711923,0.017683970336565887,0.02452937820878494,0.0068454078722190535,0.537934968625214,0.4620650313747861,0.2504278379920137,0.03080433542498574,0.06446092413006276,0.03536794067313177,0.17569880205362237,0.0005704506560182544,51.0,0.6891891891891891,0.42213114754098363,0.19167142042213348,0.32059326868225896,0.2732458642327439,0.13405590416428978,0.061038220193953226,0.01654306902452938,0.002852253280091272
Póvoa de Lanhoso,1046.0,0.9569789674952199,0.043021032504780114,0.20172084130019122,0.23804971319311663,0.4340344168260038,0.05640535372848948,0.014340344168260038,0.0,0.016252390057361378,0.006692160611854685,0.032504780114722756,0.9359464627151052,0.03154875717017208,0.015296367112810707,0.010516252390057362,0.006692160611854685,0.6347992351816444,0.3652007648183556,0.2198852772466539,0.03441682600382409,0.036328871892925434,0.08126195028680688,0.13479923518164436,0.0009560229445506692,200.0,1.5037593984962403,0.10210568136670639,0.26864244741873805,0.3852772466539197,0.245697896749522,0.06309751434034416,0.02676864244741874,0.009560229445506692,0.0009560229445506692
