Municipality,individual_prod_num,individual_prod_autonomous,individual_prod_in_business,educ_cannot_read_write,educ_can_read_write,educ_basic_1st_cycle,educ_basic_2nd_cycle,educ_basic_3rd_cycle,educ_secondary_agr,educ_secondary_not_agr,educ_polyt_or_superior_agr,educ_polyt_or_superior_not_agr,prof_only_practical,prof_short,prof_long,prof_short_and_long,prof_complete,agr_time_partial,agr_time_full,ext_imp_principal,ext_imp_secondary,ext_sit_employer,ext_sit_self_employed,ext_sit_employed_by_others,ext_sit_in_family
Alvaiázere,1097.0,0.99179580674567,0.008204193254329991,0.12944393801276208,0.26618049225159524,0.5104831358249772,0.04375569735642662,0.02552415679124886,0.0,0.011850501367365542,0.0,0.01276207839562443,0.9908842297174111,0.0027347310847766638,0.0036463081130355514,0.0027347310847766638,0.0,0.9170464904284412,0.0829535095715588,0.2999088422971741,0.0,0.05834092980856882,0.07292616226071102,0.16681859617137648,0.0
Ansião,1687.0,0.992886781268524,0.007113218731475993,0.13159454653230587,0.2169531713100178,0.5524599881446355,0.04979253112033195,0.025489033787788974,0.002963841138114997,0.007705986959098993,0.0005927682276229994,0.012448132780082987,0.9851807943094251,0.007705986959098993,0.0017783046828689982,0.0017783046828689982,0.0035566093657379964,0.7978660343805573,0.2021339656194428,0.34084173088322467,0.0017783046828689982,0.06935388263189093,0.07883817427385892,0.1938352104327208,0.0
Arganil,903.0,0.991140642303433,0.008859357696566999,0.11960132890365449,0.20930232558139536,0.6035437430786268,0.0221483942414175,0.021040974529346623,0.0011074197120708748,0.01107419712070875,0.0033222591362126247,0.008859357696566999,0.9767441860465116,0.006644518272425249,0.007751937984496124,0.004429678848283499,0.004429678848283499,0.8737541528239202,0.12624584717607973,0.3643410852713178,0.0,0.04983388704318937,0.10188261351052048,0.2026578073089701,0.0011074197120708748
Castanheira de Pêra,68.0,1.0,0.0,0.058823529411764705,0.17647058823529413,0.5588235294117647,0.14705882352941177,0.029411764705882353,0.0,0.014705882352941176,0.0,0.014705882352941176,0.9852941176470589,0.0,0.0,0.014705882352941176,0.0,1.0,0.0,0.36764705882352944,0.0,0.04411764705882353,0.14705882352941177,0.17647058823529413,0.0
Figueiró dos Vinhos,496.0,0.9959677419354839,0.004032258064516129,0.0907258064516129,0.1935483870967742,0.594758064516129,0.08064516129032258,0.018145161290322582,0.0,0.012096774193548387,0.0,0.010080645161290322,0.9939516129032258,0.004032258064516129,0.0,0.0020161290322580645,0.0,0.9979838709677419,0.0020161290322580645,0.3245967741935484,0.0,0.06048387096774194,0.08266129032258064,0.17338709677419356,0.006048387096774193
Góis,279.0,0.978494623655914,0.021505376344086023,0.2007168458781362,0.21863799283154123,0.4838709677419355,0.03942652329749104,0.03225806451612903,0.0035842293906810036,0.007168458781362007,0.007168458781362007,0.007168458781362007,0.96415770609319,0.010752688172043012,0.007168458781362007,0.007168458781362007,0.010752688172043012,1.0,0.0,0.35125448028673834,0.007168458781362007,0.05734767025089606,0.08960573476702509,0.17921146953405018,0.0
Lousã,297.0,0.9393939393939394,0.06060606060606061,0.05387205387205387,0.09090909090909091,0.734006734006734,0.04713804713804714,0.02356902356902357,0.006734006734006734,0.016835016835016835,0.010101010101010102,0.016835016835016835,0.9494949494949495,0.02356902356902357,0.0,0.010101010101010102,0.016835016835016835,0.9057239057239057,0.09427609427609428,0.3434343434343434,0.0,0.08080808080808081,0.07407407407407407,0.18518518518518517,0.0
Miranda do Corvo,818.0,0.9682151589242054,0.03178484107579462,0.07823960880195599,0.17481662591687042,0.6332518337408313,0.05867970660146699,0.030562347188264057,0.0,0.013447432762836185,0.0,0.011002444987775062,0.9865525672371638,0.007334963325183374,0.0012224938875305623,0.004889975550122249,0.0,0.8459657701711492,0.15403422982885084,0.3312958435207824,0.01589242053789731,0.035452322738386305,0.06845965770171149,0.2396088019559902,0.0
Oliveira do Hospital,1570.0,0.9840764331210191,0.01592356687898089,0.16496815286624203,0.2140127388535032,0.5159235668789809,0.0375796178343949,0.024203821656050957,0.001910828025477707,0.01592356687898089,0.0012738853503184713,0.024203821656050957,0.9796178343949045,0.007643312101910828,0.0044585987261146496,0.005095541401273885,0.0031847133757961785,0.9050955414012739,0.09490445859872612,0.3363057324840764,0.001910828025477707,0.061146496815286625,0.07834394904458598,0.19044585987261148,0.0012738853503184713
Pampilhosa da Serra,349.0,1.0,0.0,0.1518624641833811,0.2664756446991404,0.5415472779369628,0.025787965616045846,0.0057306590257879654,0.0,0.0,0.0,0.008595988538681949,0.9885386819484241,0.0028653295128939827,0.0057306590257879654,0.0028653295128939827,0.0,0.8911174785100286,0.10888252148997135,0.2034383954154728,0.0,0.034383954154727794,0.054441260744985676,0.11174785100286533,0.0
Pedrógão Grande,440.0,0.9977272727272727,0.0022727272727272726,0.2318181818181818,0.16818181818181818,0.48863636363636365,0.04090909090909091,0.03636363636363636,0.0,0.01818181818181818,0.0022727272727272726,0.013636363636363636,0.9931818181818182,0.0,0.0022727272727272726,0.0022727272727272726,0.0022727272727272726,0.9931818181818182,0.006818181818181818,0.2590909090909091,0.006818181818181818,0.1,0.03409090909090909,0.1318181818181818,0.0
Penela,757.0,0.9973579920739762,0.002642007926023778,0.08718626155878467,0.27080581241743723,0.5653896961690885,0.026420079260237782,0.015852047556142668,0.0,0.0066050198150594455,0.0,0.02774108322324967,0.9867899603698811,0.007926023778071334,0.003963011889035667,0.001321003963011889,0.0,0.7080581241743725,0.2919418758256275,0.26948480845442535,0.007926023778071334,0.03302509907529723,0.0488771466314399,0.1955085865257596,0.0
Tábua,947.0,0.9820485744456178,0.01795142555438226,0.15417106652587118,0.20591341077085534,0.5237592397043295,0.061246040126715945,0.028511087645195353,0.0010559662090813093,0.010559662090813094,0.0010559662090813093,0.013727560718057022,0.9831045406546991,0.004223864836325237,0.008447729672650475,0.0021119324181626186,0.0021119324181626186,0.9714889123548046,0.028511087645195353,0.3273495248152059,0.0,0.061246040126715945,0.0559662090813094,0.20908130939809927,0.0
Vila Nova de Poiares,295.0,0.9966101694915255,0.003389830508474576,0.06779661016949153,0.13559322033898305,0.6949152542372882,0.03728813559322034,0.020338983050847456,0.0,0.013559322033898305,0.0,0.030508474576271188,0.9796610169491525,0.013559322033898305,0.003389830508474576,0.003389830508474576,0.0,1.0,0.0,0.42033898305084744,0.0,0.013559322033898305,0.23389830508474577,0.17288135593220338,0.0
Aguiar da Beira,1065.0,0.9877934272300469,0.012206572769953052,0.2300469483568075,0.18215962441314554,0.5014084507042254,0.05821596244131456,0.014084507042253521,0.0,0.005633802816901409,0.0018779342723004694,0.006572769953051643,0.9793427230046948,0.005633802816901409,0.009389671361502348,0.003755868544600939,0.0018779342723004694,0.9436619718309859,0.056338028169014086,0.2140845070422535,0.003755868544600939,0.03474178403755868,0.05352112676056338,0.09201877934272301,0.0018779342723004694
Carregal do Sal,1007.0,0.9851042701092354,0.014895729890764648,0.07547169811320754,0.2522343594836147,0.5521350546176763,0.08242303872889771,0.012909632571996028,0.0,0.005958291956305859,0.003972194637537239,0.014895729890764648,0.9940417080436942,0.0019860973187686196,0.0,0.0,0.003972194637537239,0.8977159880834161,0.10228401191658391,0.3386295928500497,0.020854021847070508,0.05362462760675273,0.08838133068520357,0.20953326713008938,0.0
Castro Daire,2123.0,0.9825718323127649,0.017428167687235045,0.19830428638718794,0.2529439472444654,0.4658502119642016,0.06406029203956665,0.009420631182289214,0.0004710315591144607,0.005652378709373528,0.0,0.003297220913801225,0.9802166745171926,0.01460197833254828,0.003297220913801225,0.001413094677343382,0.0004710315591144607,0.8064060292039567,0.19359397079604335,0.1365991521431936,0.011775788977861516,0.01601507300989166,0.037211493170042395,0.08902496467263307,0.0004710315591144607
Mangualde,1708.0,0.9871194379391101,0.01288056206088993,0.14695550351288056,0.07845433255269321,0.6533957845433255,0.052107728337236536,0.018149882903981264,0.00234192037470726,0.01756440281030445,0.002927400468384075,0.02810304449648712,0.9713114754098361,0.015807962529274005,0.00351288056206089,0.004098360655737705,0.005269320843091335,0.794496487119438,0.20550351288056207,0.28454332552693207,0.006440281030444965,0.04215456674473068,0.05269320843091335,0.1873536299765808,0.0
Mortágua,854.0,0.9625292740046838,0.03747072599531616,0.0585480093676815,0.17447306791569087,0.6943793911007026,0.04215456674473068,0.0117096018735363,0.00117096018735363,0.00936768149882904,0.00117096018735363,0.00702576112412178,0.9800936768149883,0.01053864168618267,0.00585480093676815,0.00117096018735363,0.00234192037470726,0.8758782201405152,0.12412177985948478,0.3126463700234192,0.00702576112412178,0.04449648711943794,0.09836065573770492,0.17096018735362997,0.00234192037470726
Nelas,1343.0,0.9754281459419211,0.024571854058078928,0.06850335070737155,0.1496649292628444,0.6411020104244229,0.05286671630677588,0.03723008190618019,0.0007446016381236039,0.01712583767684289,0.0029784065524944155,0.029784065524944156,0.9523454951600894,0.035740878629932984,0.0052122114668652275,0.0029784065524944155,0.0037230081906180195,0.8786299329858526,0.12137006701414743,0.29411764705882354,0.0014892032762472078,0.024571854058078928,0.054355919583023084,0.20476545048399106,0.0
Oliveira de Frades,1126.0,0.9644760213143873,0.035523978685612786,0.0674955595026643,0.20603907637655416,0.5941385435168739,0.10213143872113677,0.017761989342806393,0.0,0.004440497335701598,0.0008880994671403197,0.007104795737122558,0.8472468916518651,0.11190053285968028,0.02664298401420959,0.013321492007104795,0.0008880994671403197,0.9067495559502664,0.09325044404973357,0.23357015985790408,0.028419182948490232,0.04440497335701599,0.03463587921847247,0.18206039076376554,0.0008880994671403197
Penalva do Castelo,1325.0,0.9849056603773585,0.01509433962264151,0.22566037735849057,0.17962264150943397,0.5230188679245283,0.0430188679245283,0.007547169811320755,0.0007547169811320754,0.0060377358490566035,0.0007547169811320754,0.013584905660377358,0.9803773584905661,0.009811320754716982,0.0060377358490566035,0.0022641509433962265,0.0015094339622641509,0.909433962264151,0.09056603773584905,0.2460377358490566,0.0022641509433962265,0.03018867924528302,0.036226415094339624,0.16905660377358492,0.0007547169811320754
Santa Comba Dão,775.0,0.9251612903225807,0.07483870967741936,0.05161290322580645,0.19870967741935483,0.6309677419354839,0.07354838709677419,0.01806451612903226,0.0012903225806451613,0.011612903225806452,0.0025806451612903226,0.011612903225806452,0.9690322580645161,0.01806451612903226,0.0064516129032258064,0.0025806451612903226,0.003870967741935484,0.9045161290322581,0.09548387096774194,0.3561290322580645,0.011612903225806452,0.05806451612903226,0.08516129032258064,0.21161290322580645,0.0012903225806451613
São Pedro do Sul,1694.0,0.9622195985832349,0.03778040141676505,0.12632821723730814,0.22136953955135774,0.5478158205430933,0.0678866587957497,0.012987012987012988,0.0005903187721369539,0.012396694214876033,0.0029515938606847697,0.007674144037780401,0.9386068476977568,0.04191263282172373,0.008264462809917356,0.007674144037780401,0.0035419126328217238,0.833530106257379,0.16646989374262103,0.16233766233766234,0.06139315230224321,0.032467532467532464,0.0820543093270366,0.10920897284533648,0.0
Sátão,1603.0,0.9862757330006239,0.01372426699937617,0.1771678103555833,0.18278228321896445,0.5483468496568933,0.066126013724267,0.009357454772301934,0.0018714909544603868,0.004990642545227698,0.0006238303181534623,0.008733624454148471,0.9706799750467873,0.020586400499064253,0.0037429819089207735,0.002495321272613849,0.002495321272613849,0.8140985651902682,0.18590143480973176,0.22083593262632564,0.002495321272613849,0.035558328134747345,0.048034934497816595,0.13599500935745476,0.0
Tondela,3397.0,0.9814542243155726,0.018545775684427435,0.06358551663232263,0.23844568737120989,0.5740359140418015,0.06535178098322049,0.022078304386223137,0.0005887547836326171,0.01766264350897851,0.0032381513099793936,0.015013246982631734,0.9705622608183692,0.016485133941713276,0.0047100382690609364,0.004415660877244628,0.0038269060936120106,0.9063879894024139,0.0936120105975861,0.3023255813953488,0.01942890785987636,0.03355902266705917,0.0656461583750368,0.2148954960259052,0.00029437739181630853
Vila Nova de Paiva,754.0,0.9681697612732095,0.03183023872679045,0.23076923076923078,0.1976127320954907,0.47214854111405835,0.07294429708222812,0.015915119363395226,0.0,0.006631299734748011,0.0,0.003978779840848806,0.9509283819628647,0.03050397877984085,0.017241379310344827,0.001326259946949602,0.0,0.9071618037135278,0.09283819628647215,0.1843501326259947,0.001326259946949602,0.017241379310344827,0.046419098143236075,0.1220159151193634,0.0
Viseu,4298.0,0.9855746859004187,0.0144253140995812,0.13331782224290367,0.19218241042345277,0.5444392740809679,0.06095858538855282,0.02629129827826896,0.0009306654257794323,0.014192647743136343,0.003257328990228013,0.024429967426710098,0.957422056770591,0.025593299208934387,0.009073987901349464,0.0037226617031177293,0.004187994416007445,0.8908794788273615,0.10912052117263844,0.22452303396928805,0.031177291763610983,0.03838994881340158,0.04792926942764077,0.16589111214518382,0.00023266635644485808
Vouzela,1279.0,0.9788897576231431,0.02111024237685692,0.09773260359655982,0.2400312744331509,0.5535574667709148,0.06724003127443315,0.019546520719311962,0.0,0.011727912431587178,0.003127443315089914,0.007036747458952306,0.9679437060203284,0.018764659890539485,0.007036747458952306,0.003127443315089914,0.003127443315089914,0.6888193901485535,0.31118060985144647,0.2799061767005473,0.02501954652071931,0.040656763096168884,0.05551211884284597,0.20797498045347929,0.0
Mação,1424.0,0.9887640449438202,0.011235955056179775,0.12289325842696629,0.18047752808988765,0.5463483146067416,0.05758426966292135,0.04143258426966292,0.0014044943820224719,0.0175561797752809,0.006320224719101123,0.02598314606741573,0.9803370786516854,0.007022471910112359,0.0035112359550561797,0.0014044943820224719,0.007724719101123595,0.9838483146067416,0.016151685393258428,0.23876404494382023,0.008426966292134831,0.033707865168539325,0.054775280898876406,0.15589887640449437,0.0007022471910112359
Oleiros,1603.0,1.0,0.0,0.2083593262632564,0.21023081721771678,0.5003119151590767,0.035558328134747345,0.019962570180910792,0.002495321272613849,0.011228945726762321,0.0006238303181534623,0.011228945726762321,0.9925140361821585,0.002495321272613849,0.0018714909544603868,0.0,0.0031191515907673115,0.9644416718652526,0.035558328134747345,0.3025577043044292,0.0,0.024953212726138492,0.0792264504054897,0.1965065502183406,0.0
Proença-a-Nova,1820.0,0.9945054945054945,0.005494505494505495,0.2087912087912088,0.1901098901098901,0.48131868131868133,0.05384615384615385,0.023076923076923078,0.002197802197802198,0.014835164835164835,0.0027472527472527475,0.023076923076923078,0.9813186813186813,0.011538461538461539,0.0016483516483516484,0.0005494505494505495,0.004945054945054945,0.987912087912088,0.012087912087912088,0.32142857142857145,0.0038461538461538464,0.03461538461538462,0.06318681318681318,0.22252747252747251,0.001098901098901099
Sertã,2521.0,0.9904799682665609,0.009520031733439112,0.23006743355811185,0.23562078540261802,0.45735819119397064,0.04006346687822293,0.016263387544625148,0.001190003966679889,0.009520031733439112,0.0015866719555731853,0.008330027766759222,0.9821499404998016,0.007140023800079333,0.004760015866719556,0.0031733439111463705,0.002776675922253074,0.9702499008330028,0.029750099166997224,0.28480761602538673,0.006346687822292741,0.033716779055930186,0.06227687425624752,0.192780642602142,0.0003966679888932963
Vila de Rei,520.0,0.9961538461538462,0.0038461538461538464,0.07115384615384615,0.27692307692307694,0.5865384615384616,0.038461538461538464,0.0038461538461538464,0.0019230769230769232,0.015384615384615385,0.0,0.0057692307692307696,0.9884615384615385,0.0057692307692307696,0.0019230769230769232,0.0019230769230769232,0.0019230769230769232,0.9961538461538462,0.0038461538461538464,0.2519230769230769,0.051923076923076926,0.03653846153846154,0.09615384615384616,0.16923076923076924,0.0
Fornos de Algodres,774.0,0.9702842377260982,0.029715762273901807,0.2235142118863049,0.16795865633074936,0.5064599483204134,0.03488372093023256,0.01808785529715762,0.0012919896640826874,0.020671834625323,0.002583979328165375,0.02454780361757106,0.975452196382429,0.00904392764857881,0.0103359173126615,0.0012919896640826874,0.003875968992248062,0.91343669250646,0.08656330749354005,0.24289405684754523,0.03229974160206718,0.06459948320413436,0.04392764857881137,0.1640826873385013,0.002583979328165375
Gouveia,1530.0,0.9647058823529412,0.03529411764705882,0.1261437908496732,0.1934640522875817,0.5339869281045752,0.05032679738562092,0.023529411764705882,0.00130718954248366,0.02483660130718954,0.004575163398692811,0.04183006535947712,0.9588235294117647,0.023529411764705882,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.9281045751633987,0.0718954248366013,0.2758169934640523,0.00980392156862745,0.047058823529411764,0.08366013071895424,0.15294117647058825,0.00065359477124183
Seia,2447.0,0.9897834082550061,0.01021659174499387,0.13363302002451982,0.190028606456886,0.5582345729464651,0.047404985696771554,0.026971802206783815,0.0004086636697997548,0.016755210461789946,0.002451982018798529,0.024111156518185534,0.9758888434818145,0.012259910093992644,0.005721291377196567,0.0032693093583980384,0.0028606456885982836,0.951777686963629,0.04822231303637107,0.3220269718022068,0.009807928075194115,0.04372701266857376,0.08295872496935022,0.20187985288107888,0.0008173273395995096
Almeida,1295.0,0.983011583011583,0.01698841698841699,0.16988416988416988,0.2023166023166023,0.5142857142857142,0.054826254826254826,0.02702702702702703,0.003088803088803089,0.009266409266409266,0.0023166023166023165,0.01698841698841699,0.972972972972973,0.0015444015444015444,0.011583011583011582,0.008494208494208495,0.005405405405405406,0.7397683397683398,0.2602316602316602,0.1783783783783784,0.0007722007722007722,0.023938223938223938,0.02857142857142857,0.12432432432432433,0.0
Celorico da Beira,1182.0,0.9813874788494078,0.018612521150592216,0.27749576988155666,0.13028764805414553,0.48646362098138746,0.03722504230118443,0.016074450084602367,0.0,0.01353637901861252,0.0025380710659898475,0.03637901861252115,0.937394247038917,0.049069373942470386,0.008460236886632826,0.0025380710659898475,0.0025380710659898475,0.7986463620981388,0.20135363790186125,0.233502538071066,0.01353637901861252,0.03637901861252115,0.046531302876480544,0.16159052453468697,0.0
Figueira de Castelo Rodrigo,1701.0,0.9723691945914168,0.027630805408583186,0.15461493239271018,0.1540270429159318,0.5161669606114051,0.05408583186360964,0.042328042328042326,0.0023515579071134627,0.029982363315696647,0.003527336860670194,0.042915931804820694,0.9670781893004116,0.011169900058788948,0.011169900058788948,0.004703115814226925,0.005878894767783657,0.9265138154027043,0.07348618459729571,0.28865373309817755,0.014109347442680775,0.0205761316872428,0.07289829512051735,0.19047619047619047,0.0
Guarda,3163.0,0.987037622510275,0.012962377489724945,0.21498577300031615,0.18020866266202973,0.48087258931394244,0.04900411002213089,0.03351248814416693,0.001264622194119507,0.013910844135314574,0.00569079987353778,0.020550110654441987,0.9633259563705343,0.018020866266202973,0.00474233322794815,0.006955422067657287,0.006955422067657287,0.9190641795763516,0.08093582042364844,0.3414479924122668,0.010116977552956055,0.03351248814416693,0.058172620929497314,0.16629781852671516,0.0006323110970597534
Manteigas,190.0,0.9789473684210527,0.021052631578947368,0.14736842105263157,0.23684210526315788,0.531578947368421,0.03684210526315789,0.02631578947368421,0.0,0.010526315789473684,0.0,0.010526315789473684,0.9842105263157894,0.005263157894736842,0.0,0.010526315789473684,0.0,0.5052631578947369,0.49473684210526314,0.26842105263157895,0.0,0.021052631578947368,0.04736842105263158,0.2,0.0
Meda,1851.0,0.9978390059427337,0.0021609940572663426,0.20583468395461912,0.157752566180443,0.5116153430578065,0.04213938411669368,0.02971366828741221,0.004321988114532685,0.017828200972447326,0.002701242571582928,0.028092922744462453,0.9762290653700703,0.010804970286331712,0.0037817396002160996,0.0021609940572663426,0.007023230686115613,0.9459751485683414,0.05402485143165856,0.31064289573203674,0.02377093462992977,0.015126958400864398,0.05186385737439222,0.2598595353862777,0.0
Pinhel,3133.0,0.983721672518353,0.016278327481646985,0.2030003191828918,0.16246409192467284,0.5059048834982445,0.05936801787424194,0.027130545802744974,0.000957548675390999,0.015959144589849983,0.0012767315671879987,0.023938716884774978,0.9680817108203,0.018193424832428983,0.0035110118097669966,0.007979572294924991,0.0022342802425789976,0.9572294924992021,0.04277050750079796,0.30450047877433767,0.01947015639961698,0.035429300989466964,0.07085860197893393,0.21289498882859878,0.0
Sabugal,2607.0,0.9900268507863444,0.009973149213655544,0.2125047947832758,0.28001534330648253,0.42692750287687,0.04257767548906789,0.019562715765247412,0.0003835826620636747,0.00728807057920982,0.0015343306482546988,0.009205983889528193,0.9624088991177598,0.01611047180667434,0.015726889144610665,0.0038358266206367474,0.0019179133103183737,0.8381281166091292,0.16187188339087072,0.1488300728807058,0.01304181051016494,0.025700038358266206,0.0364403528960491,0.09205983889528194,0.0007671653241273494
Trancoso,2029.0,0.9926071956628881,0.007392804337111878,0.2503696402168556,0.1877772301626417,0.4775751601774273,0.04731394775751602,0.01724987678659438,0.002957121734844751,0.0034499753573188764,0.001971414489896501,0.011335633316904879,0.964514539181863,0.014785608674223755,0.010349926071956629,0.005421389847215377,0.0049285362247412515,0.9423361261705273,0.05766387382947265,0.22917693445046822,0.01330704780680138,0.02858551010349926,0.05224248398225727,0.14785608674223755,0.0004928536224741252
Castelo Branco,1048.0,0.958969465648855,0.04103053435114504,0.1450381679389313,0.1898854961832061,0.583969465648855,0.04770992366412214,0.01812977099236641,0.0,0.011450381679389313,0.0009541984732824427,0.0028625954198473282,0.9188931297709924,0.05629770992366412,0.015267175572519083,0.008587786259541985,0.0009541984732824427,0.8158396946564885,0.18416030534351144,0.38549618320610685,0.008587786259541985,0.04389312977099236,0.09923664122137404,0.2366412213740458,0.0009541984732824427
Idanha-a-Nova,4648.0,0.9651462994836488,0.034853700516351116,0.10391566265060241,0.15038726333907057,0.6243545611015491,0.06303786574870912,0.03442340791738382,0.0002151462994836489,0.014629948364888123,0.0021514629948364886,0.0068846815834767644,0.9672977624784854,0.016351118760757316,0.008605851979345954,0.005378657487091222,0.0023666092943201377,0.8500430292598967,0.14995697074010328,0.40490533562822717,0.009896729776247849,0.05959552495697074,0.08067986230636832,0.26914802065404475,0.00193631669535284
Penamacor,203.0,0.9901477832512315,0.009852216748768473,0.09852216748768473,0.1625615763546798,0.5763546798029556,0.07881773399014778,0.03940886699507389,0.0,0.029556650246305417,0.0,0.014778325123152709,0.9802955665024631,0.019704433497536946,0.0,0.0,0.0,0.9261083743842364,0.07389162561576355,0.4039408866995074,0.0,0.09359605911330049,0.06403940886699508,0.23645320197044334,0.0
Vila Velha de Ródão,4750.0,0.9865263157894737,0.013473684210526317,0.1686315789473684,0.2591578947368421,0.49642105263157893,0.046526315789473686,0.016421052631578947,0.0002105263157894737,0.008842105263157894,0.0004210526315789474,0.003368421052631579,0.9717894736842105,0.01663157894736842,0.008210526315789474,0.0027368421052631577,0.0006315789473684211,0.8648421052631579,0.13515789473684212,0.35389473684210526,0.00968421052631579,0.03747368421052632,0.08378947368421052,0.24063157894736842,0.0002105263157894737
Belmonte,986.0,0.9847870182555781,0.015212981744421906,0.23732251521298176,0.1308316430020284,0.5121703853955375,0.0436105476673428,0.033468559837728194,0.0,0.02129817444219067,0.0030425963488843813,0.018255578093306288,0.947261663286004,0.02535496957403651,0.016227180527383367,0.008113590263691683,0.0030425963488843813,0.7920892494929006,0.2079107505070994,0.2210953346855984,0.012170385395537525,0.036511156186612576,0.057809330628803245,0.12170385395537525,0.0010141987829614604
Covilhã,2818.0,0.9797728885734563,0.020227111426543647,0.21256210078069554,0.14549325762952448,0.4978708303761533,0.0660042583392477,0.035486160397444996,0.0010645848119233499,0.0191625266146203,0.00248403122782115,0.0198722498225692,0.9510290986515259,0.025904897090134847,0.0127750177430802,0.00674237047551455,0.0035486160397444995,0.9350603264726757,0.06493967352732434,0.2885024840312278,0.0134847409510291,0.03903477643718949,0.05429382540809084,0.19517388218594747,0.0010645848119233499
Fundão,4775.0,0.9767539267015707,0.02324607329842932,0.2557068062827225,0.14785340314136125,0.4619895287958115,0.05905759162303665,0.03455497382198953,0.0010471204188481676,0.018219895287958116,0.0031413612565445027,0.01842931937172775,0.9614659685863874,0.023664921465968585,0.0071204188481675396,0.0035602094240837698,0.004188481675392671,0.8890052356020942,0.11099476439790576,0.25717277486910994,0.016963350785340316,0.039581151832460734,0.05549738219895288,0.17047120418848166,0.000837696335078534
Alijó,2878.0,0.7967338429464906,0.2032661570535094,0.1393328700486449,0.12682418346073662,0.5267546907574705,0.09242529534398888,0.03822098679638638,0.0031271716469770676,0.026754690757470466,0.007296733842946491,0.039263377345378735,0.9412786657400973,0.023974982626824185,0.015635858234885336,0.008686587908269632,0.010423905489923557,0.9496177901320362,0.050382209867963865,0.3127171646977067,0.059763724808895066,0.027102154273801252,0.08964558721334259,0.2546907574704656,0.0
Armamar,1257.0,0.9204455051710422,0.07955449482895784,0.162291169451074,0.162291169451074,0.5067621320604614,0.07875894988066826,0.03261734287987271,0.00477326968973747,0.01909307875894988,0.007159904534606206,0.026252983293556086,0.9116945107398569,0.03898170246618934,0.020684168655529037,0.016706443914081145,0.011933174224343675,0.8528241845664281,0.147175815433572,0.28162291169451076,0.049323786793953855,0.042163882259347654,0.03579952267303103,0.25218774860779636,0.0
Carrazeda de Ansiães,1895.0,0.925065963060686,0.07493403693931398,0.15725593667546175,0.21372031662269128,0.49287598944591027,0.05699208443271768,0.026385224274406333,0.004221635883905013,0.0158311345646438,0.005804749340369393,0.02691292875989446,0.9625329815303431,0.006860158311345646,0.0158311345646438,0.00474934036939314,0.010026385224274407,0.9725593667546174,0.027440633245382585,0.23113456464379947,0.04696569920844327,0.02163588390501319,0.04907651715039578,0.20580474934036938,0.0
Freixo de Espada à Cinta,937.0,0.8740661686232657,0.12593383137673425,0.23479188900747064,0.11312700106723586,0.46531483457844186,0.06296691568836713,0.048025613660619,0.004268943436499467,0.014941302027748132,0.0032017075773745998,0.05336179295624333,0.9498399146211313,0.029882604055496264,0.010672358591248666,0.0021344717182497333,0.007470651013874066,0.9722518676627535,0.02774813233724653,0.26147278548559233,0.0096051227321238,0.026680896478121666,0.033084311632870865,0.20917822838847386,0.0021344717182497333
Lamego,2048.0,0.8837890625,0.1162109375,0.13818359375,0.154296875,0.50244140625,0.07373046875,0.0458984375,0.001953125,0.03271484375,0.00830078125,0.04248046875,0.92041015625,0.03466796875,0.01123046875,0.0234375,0.01025390625,0.79052734375,0.20947265625,0.30224609375,0.03173828125,0.05126953125,0.044921875,0.2373046875,0.0
Mesão Frio,593.0,0.8077571669477235,0.19224283305227655,0.12141652613827993,0.14502529510961215,0.5193929173693086,0.05227655986509275,0.04215851602023609,0.008431703204047217,0.025295109612141653,0.008431703204047217,0.0775716694772344,0.9510961214165261,0.008431703204047217,0.021922428330522766,0.0016863406408094434,0.016863406408094434,0.9612141652613828,0.0387858347386172,0.45531197301854975,0.006745362563237774,0.05564924114671164,0.08431703204047218,0.31534569983136596,0.006745362563237774
Moimenta da Beira,1296.0,0.9861111111111112,0.013888888888888888,0.15895061728395063,0.2013888888888889,0.5100308641975309,0.0787037037037037,0.02546296296296296,0.0007716049382716049,0.010802469135802469,0.0,0.013888888888888888,0.9320987654320988,0.040123456790123455,0.020061728395061727,0.006944444444444444,0.0007716049382716049,0.8726851851851852,0.12731481481481483,0.2183641975308642,0.022376543209876542,0.047839506172839504,0.05324074074074074,0.1381172839506173,0.0
Penedono,717.0,0.9595536959553695,0.040446304044630406,0.16596931659693165,0.26220362622036264,0.38633193863319387,0.08786610878661087,0.040446304044630406,0.001394700139470014,0.012552301255230125,0.0,0.043235704323570434,0.9246861924686193,0.029288702928870293,0.029288702928870293,0.015341701534170154,0.001394700139470014,0.9776847977684798,0.022315202231520222,0.20502092050209206,0.03626220362622036,0.023709902370990237,0.04741980474198047,0.16875871687587168,0.0
Peso da Régua,1445.0,0.8325259515570934,0.1674740484429066,0.12318339100346021,0.1356401384083045,0.542560553633218,0.0629757785467128,0.04221453287197232,0.006228373702422145,0.032525951557093424,0.006228373702422145,0.04844290657439446,0.9515570934256056,0.017993079584775088,0.01453287197231834,0.0034602076124567475,0.01245674740484429,0.8927335640138409,0.10726643598615918,0.41937716262975777,0.03044982698961938,0.057439446366782006,0.03529411764705882,0.3543252595155709,0.0006920415224913495
